,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,ResultSpeed,ResultDir
1497,2,2011-05-13,77,47,62.0,8.5,54,57.0,3.0,0.0,-,-, ,10.5,1
1498,1,2011-05-14,53,45,49.0,-9.0,47,48.0,16.0,0.0,0433,1903,RA BR,16.7,2
1499,2,2011-05-14,51,46,49.0,-4.5,46,47.0,16.0,0.0,-,-,RA DZ BR,17.0,1
1500,1,2011-05-15,46,41,44.0,-14.0,36,41.0,21.0,0.0,0432,1904,RA BR,21.4,2
1501,2,2011-05-15,48,42,45.0,-8.5,38,42.0,20.0,0.0,-,-,RA BR,18.8,1
1502,1,2011-05-16,52,37,45.0,-14.0,30,40.0,20.0,0.0,0431,1905, ,13.5,2
1503,2,2011-05-16,53,40,47.0,-6.5,31,40.0,18.0,0.0,-,-, ,13.9,1
1504,1,2011-05-17,60,40,50.0,-9.0,33,43.0,15.0,0.0,0430,1906, ,12.2,3
1505,2,2011-05-17,60,40,50.0,-3.5,35,44.0,15.0,0.0,-,-, ,13.1,2
1506,1,2011-05-18,57,49,53.0,-7.0,48,49.0,12.0,0.0,0429,1907,RA DZ BR,6.2,2
1507,2,2011-05-18,61,50,56.0,2.5,49,51.0,9.0,0.0,-,-,RA BR HZ,6.6,1
1508,1,2011-05-19,72,49,61.0,1.0,53,56.0,4.0,0.0,0428,1908,BR HZ,3.6,2
1509,2,2011-05-19,73,50,62.0,8.5,53,55.0,3.0,0.0,-,-,BR HZ VCFG,3.0,2
1510,1,2011-05-20,73,50,62.0,1.0,54,57.0,3.0,0.0,0427,1909,BR,5.5,6
1511,2,2011-05-20,72,50,61.0,7.5,53,56.0,4.0,0.0,-,-,BR,5.4,7
1512,1,2011-05-21,75,50,63.0,2.0,59,62.0,2.0,0.0,0426,1910,BR,7.0,15
1513,2,2011-05-21,76,51,64.0,10.5,59,62.0,1.0,0.0,-,-,HZ,8.1,15
1514,1,2011-05-22,87,61,74.0,13.0,60,64.0,0.0,9.0,0425,1911,TSRA RA BR,10.3,19
1515,2,2011-05-22,88,65,77.0,23.5,59,65.0,0.0,12.0,-,-,TSRA,11.2,18
1516,1,2011-05-23,79,60,70.0,9.0,59,64.0,0.0,5.0,0425,1912, ,10.0,25
1517,2,2011-05-23,80,65,73.0,19.5,59,64.0,0.0,8.0,-,-, ,11.3,24
1518,1,2011-05-24,66,47,57.0,-5.0,47,51.0,8.0,0.0,0424,1913, ,12.0,4
1519,2,2011-05-24,69,48,59.0,5.5,47,53.0,6.0,0.0,-,-, ,11.1,3
1520,1,2011-05-25,67,47,57.0,-5.0,52,53.0,8.0,0.0,0423,1914,TSRA RA BR,10.7,3
1521,2,2011-05-25,75,49,62.0,8.5,53,55.0,3.0,0.0,-,-,TSRA RA BR,7.8,3
1522,1,2011-05-26,49,43,46.0,-16.0,40,43.0,19.0,0.0,0422,1915,RA BR,17.7,2
1523,2,2011-05-26,50,43,47.0,-6.5,40,43.0,18.0,0.0,-,-,RA BR,18.8,1
1524,1,2011-05-27,58,40,49.0,-13.0,41,46.0,16.0,0.0,0422,1916,RA,7.3,5
1525,2,2011-05-27,58,42,50.0,-3.5,41,46.0,15.0,0.0,-,-,RA,6.6,4
1526,1,2011-05-28,62,51,57.0,-6.0,55,55.0,8.0,0.0,0421,1916,RA BR,6.0,18
1527,2,2011-05-28,64,52,58.0,4.5,55,57.0,7.0,0.0,-,-,TSRA RA DZ BR HZ,4.4,18
1528,1,2011-05-29,70,52,61.0,-3.0,59,60.0,4.0,0.0,0421,1917,TS RA FG+ FG BR,3.6,11
1529,2,2011-05-29,72,57,65.0,11.5,60,61.0,0.0,0.0,-,-,TSRA RA FG+ BR,3.6,11
1530,1,2011-05-30,88,56,72.0,8.0,65,69.0,0.0,7.0,0420,1918, ,12.4,20
1531,2,2011-05-30,90,65,78.0,24.5,65,70.0,0.0,13.0,-,-, ,11.2,19
1532,1,2011-05-31,85,69,77.0,13.0,64,68.0,0.0,12.0,0420,1919,TS,12.4,22
1533,2,2011-05-31,88,69,79.0,25.5,65,70.0,0.0,14.0,-,-,RA,12.4,22
1534,1,2011-06-01,81,59,70.0,6.0,49,59.0,0.0,5.0,0419,1920, ,10.7,27
1535,2,2011-06-01,82,63,73.0,19.5,49,59.0,0.0,8.0,-,-, ,11.5,26
1536,1,2011-06-02,69,56,63.0,-1.0,44,53.0,2.0,0.0,0419,1920,RA,9.0,6
1537,2,2011-06-02,69,57,63.0,9.5,45,53.0,2.0,0.0,-,-,RA,8.9,6
1538,1,2011-06-03,87,55,71.0,7.0,62,67.0,0.0,6.0,0418,1921, ,10.8,17
1539,2,2011-06-03,88,57,73.0,19.5,61,67.0,0.0,8.0,-,-,RA,10.0,16
1540,1,2011-06-04,92,64,78.0,14.0,64,68.0,0.0,13.0,0418,1922,TSRA,1.4,26
1541,2,2011-06-04,91,67,79.0,25.5,64,69.0,0.0,14.0,-,-, ,3.0,26
1542,1,2011-06-05,85,60,73.0,8.0,55,62.0,0.0,8.0,0417,1923, ,3.1,7
1543,2,2011-06-05,84,63,74.0,20.5,55,62.0,0.0,9.0,-,-, ,2.7,8
1544,1,2011-06-06,93,60,77.0,11.0,64,69.0,0.0,12.0,0417,1923, ,8.5,20
1545,2,2011-06-06,94,62,78.0,24.5,63,69.0,0.0,13.0,-,-, ,7.8,20
1546,1,2011-06-07,96,75,86.0,20.0,65,72.0,0.0,21.0,0417,1924, ,10.3,23
1547,2,2011-06-07,96,77,87.0,33.5,64,72.0,0.0,22.0,-,-, ,9.7,23
1548,1,2011-06-08,95,66,81.0,15.0,64,71.0,0.0,16.0,0417,1925,TSRA,11.6,24
1549,2,2011-06-08,96,67,82.0,28.5,63,71.0,0.0,17.0,-,-,TSRA BR,9.3,23
1550,1,2011-06-09,69,50,60.0,-6.0,52,55.0,5.0,0.0,0416,1925,TSRA RA BR,8.0,4
1551,2,2011-06-09,69,52,61.0,7.5,54,56.0,4.0,0.0,-,-,TSRA BR,7.0,4
1552,1,2011-06-10,69,51,60.0,-7.0,56,57.0,5.0,0.0,0416,1926,RA BR HZ,6.4,3
1553,2,2011-06-10,71,51,61.0,7.5,56,58.0,4.0,0.0,-,-,TS TSRA BR HZ,6.1,1
1554,1,2011-06-11,62,52,57.0,-10.0,54,55.0,8.0,0.0,0416,1926,RA DZ FG+ FG BR,4.7,5
1555,2,2011-06-11,65,53,59.0,5.5,54,56.0,6.0,0.0,-,-,TSRA RA DZ BR,5.4,2
1556,1,2011-06-12,64,50,57.0,-11.0,45,52.0,8.0,0.0,0416,1927,BR,8.3,3
1557,2,2011-06-12,64,51,58.0,4.5,45,52.0,7.0,0.0,-,-, ,9.4,2
1558,1,2011-06-13,72,54,63.0,-5.0,43,53.0,2.0,0.0,0416,1927, ,7.5,6
1559,2,2011-06-13,71,56,64.0,10.5,43,53.0,1.0,0.0,-,-, ,8.0,6
1560,1,2011-06-14,77,53,65.0,-3.0,49,56.0,0.0,0.0,0416,1928, ,7.8,9
1561,2,2011-06-14,77,58,68.0,14.5,49,57.0,0.0,3.0,-,-, ,7.8,9
1562,1,2011-06-15,71,57,64.0,-4.0,59,61.0,1.0,0.0,0416,1928,TSRA RA BR,9.2,15
1563,2,2011-06-15,72,57,65.0,11.5,59,62.0,0.0,0.0,-,-,TSRA RA BR,8.4,16
1564,1,2011-06-16,81,61,71.0,2.0,59,63.0,0.0,6.0,0416,1929,RA BR,5.5,29
1565,2,2011-06-16,81,62,72.0,18.5,59,63.0,0.0,7.0,-,-,RA BR,6.6,26
1566,1,2011-06-17,82,60,71.0,2.0,60,64.0,0.0,6.0,0416,1929, ,5.8,6
1567,2,2011-06-17,82,64,73.0,19.5,60,65.0,0.0,8.0,-,-, ,5.3,7
1568,1,2011-06-18,84,61,73.0,3.0,62,65.0,0.0,8.0,0416,1929, ,4.6,6
1569,2,2011-06-18,83,63,73.0,19.5,62,66.0,0.0,8.0,-,-, ,4.5,8
1570,1,2011-06-19,81,63,72.0,2.0,65,68.0,0.0,7.0,0416,1930, ,4.1,11
1571,2,2011-06-19,83,65,74.0,20.5,65,69.0,0.0,9.0,-,-,BR,3.7,14
1572,1,2011-06-20,79,65,72.0,2.0,67,69.0,0.0,7.0,0416,1930,TSRA RA BR,6.2,16
1573,2,2011-06-20,80,69,75.0,21.5,67,69.0,0.0,10.0,-,-,TSRA BR,8.0,16
1574,1,2011-06-21,89,66,78.0,8.0,70,72.0,0.0,13.0,0416,1930,RA BR SQ,11.5,18
1575,2,2011-06-21,89,69,79.0,25.5,70,73.0,0.0,14.0,-,-,TSRA RA BR,11.0,18
1576,1,2011-06-22,73,64,69.0,-1.0,63,65.0,0.0,4.0,0417,1931,RA,12.6,21
1577,2,2011-06-22,75,66,71.0,17.5,62,65.0,0.0,6.0,-,-, ,12.9,21
1578,1,2011-06-23,71,62,67.0,-3.0,59,62.0,0.0,2.0,0417,1931,RA BR,11.4,26
1579,2,2011-06-23,72,63,68.0,14.5,60,63.0,0.0,3.0,-,-,RA BR,12.6,26
1580,1,2011-06-24,68,60,64.0,-7.0,56,59.0,1.0,0.0,0417,1931, ,9.4,29
1581,2,2011-06-24,68,60,64.0,10.5,55,59.0,1.0,0.0,-,-, ,8.5,29
1582,1,2011-06-25,79,58,69.0,-2.0,53,60.0,0.0,4.0,0417,1931, ,2.5,10
1583,2,2011-06-25,78,61,70.0,16.5,52,60.0,0.0,5.0,-,-,RA,3.9,9
1584,1,2011-06-26,81,57,69.0,-2.0,53,60.0,0.0,4.0,0418,1931, ,5.8,9
1585,2,2011-06-26,80,64,72.0,18.5,53,61.0,0.0,7.0,-,-, ,6.5,9
1586,1,2011-06-27,81,65,73.0,2.0,63,67.0,0.0,8.0,0418,1931,RA HZ,6.9,21
1587,2,2011-06-27,80,67,74.0,20.5,64,67.0,0.0,9.0,-,-,RA BR,6.4,21
1588,1,2011-06-28,81,63,72.0,1.0,54,61.0,0.0,7.0,0419,1931, ,9.1,30
1589,2,2011-06-28,81,65,73.0,19.5,53,61.0,0.0,8.0,-,-, ,7.2,30
1590,1,2011-06-29,81,59,70.0,-1.0,56,62.0,0.0,5.0,0419,1931, ,3.7,8
1591,2,2011-06-29,80,63,72.0,18.5,55,62.0,0.0,7.0,-,-, ,3.9,8
1592,1,2011-06-30,88,60,74.0,2.0,62,67.0,0.0,9.0,0419,1931, ,8.2,17
1593,2,2011-06-30,89,66,78.0,24.5,61,67.0,0.0,13.0,-,-,TS TSRA RA VCTS,9.2,16
1594,1,2011-07-01,89,72,81.0,9.0,62,68.0,0.0,16.0,0420,1931, ,14.3,18
1595,2,2011-07-01,89,70,80.0,26.5,63,68.0,0.0,15.0,-,-,TS RA,10.4,18
1596,1,2011-07-02,94,71,83.0,11.0,70,74.0,0.0,18.0,0420,1931,BR,3.9,24
1597,2,2011-07-02,93,73,83.0,29.5,71,74.0,0.0,18.0,-,-,BR,3.1,23
1598,1,2011-07-03,84,69,77.0,5.0,57,65.0,0.0,12.0,0421,1931, ,4.7,2
1599,2,2011-07-03,86,70,78.0,24.5,58,65.0,0.0,13.0,-,-, ,4.4,3
1600,1,2011-07-04,89,65,77.0,5.0,55,64.0,0.0,12.0,0422,1930, ,2.9,5
1601,2,2011-07-04,88,68,78.0,24.5,53,63.0,0.0,13.0,-,-,FU,3.3,7
1602,1,2011-07-05,91,68,80.0,8.0,60,68.0,0.0,15.0,0422,1930, ,5.2,28
1603,2,2011-07-05,92,67,80.0,26.5,59,68.0,0.0,15.0,-,-, ,4.9,26
1604,1,2011-07-06,86,70,78.0,6.0,61,67.0,0.0,13.0,0423,1930, ,5.7,4
1605,2,2011-07-06,87,71,79.0,25.5,60,67.0,0.0,14.0,-,-, ,5.9,4
1606,1,2011-07-07,82,63,73.0,1.0,53,62.0,0.0,8.0,0423,1930,RA,5.1,7
1607,2,2011-07-07,81,66,74.0,20.5,55,63.0,0.0,9.0,-,-,RA,5.7,7
1608,1,2011-07-08,86,61,74.0,1.0,51,62.0,0.0,9.0,0424,1929, ,5.1,6
1609,2,2011-07-08,86,65,76.0,22.5,52,63.0,0.0,11.0,-,-, ,5.2,4
1610,1,2011-07-09,91,61,76.0,3.0,58,66.0,0.0,11.0,0425,1929, ,5.2,19
1611,2,2011-07-09,90,67,79.0,25.5,60,68.0,0.0,14.0,-,-, ,5.4,18
1612,1,2011-07-10,91,74,83.0,10.0,68,72.0,0.0,18.0,0425,1929,HZ,9.3,19
1613,2,2011-07-10,91,75,83.0,29.5,67,72.0,0.0,18.0,-,-,HZ,7.8,19
1614,1,2011-07-11,88,71,80.0,7.0,71,74.0,0.0,15.0,0426,1928,HZ,5.5,25
1615,2,2011-07-11,90,70,80.0,26.5,70,74.0,0.0,15.0,-,-,TSRA BR,5.3,24
1616,1,2011-07-12,87,70,79.0,6.0,63,69.0,0.0,14.0,0427,1928,RA,5.6,2
1617,2,2011-07-12,88,71,80.0,26.5,64,69.0,0.0,15.0,-,-,RA,4.5,4
1618,1,2011-07-13,74,63,69.0,-4.0,57,62.0,0.0,4.0,0428,1927, ,10.5,4
1619,2,2011-07-13,74,66,70.0,16.5,57,63.0,0.0,5.0,-,-, ,11.6,4
1620,1,2011-07-14,82,59,71.0,-2.0,56,63.0,0.0,6.0,0428,1927, ,6.5,10
1621,2,2011-07-14,82,65,74.0,20.5,56,63.0,0.0,9.0,-,-, ,7.3,9
1622,1,2011-07-15,87,70,79.0,5.0,60,66.0,0.0,14.0,0429,1926, ,5.4,9
1623,2,2011-07-15,86,71,79.0,25.5,60,67.0,0.0,14.0,-,-, ,6.2,10
1624,1,2011-07-16,89,71,80.0,6.0,61,68.0,0.0,15.0,0430,1925,RA,3.4,19
1625,2,2011-07-16,90,74,82.0,28.5,60,68.0,0.0,17.0,-,-, ,2.5,19
1626,1,2011-07-17,95,69,82.0,8.0,69,74.0,0.0,17.0,0431,1925, ,6.2,22
1627,2,2011-07-17,95,74,85.0,31.5,69,74.0,0.0,20.0,-,-, ,6.8,23
1628,1,2011-07-18,92,80,86.0,12.0,75,78.0,0.0,21.0,0432,1924,RA HZ,10.6,25
1629,2,2011-07-18,93,81,87.0,33.5,74,77.0,0.0,22.0,-,-,HZ,11.2,24
1630,1,2011-07-19,93,78,86.0,12.0,72,76.0,0.0,21.0,0433,1923, ,4.5,7
1631,2,2011-07-19,92,79,86.0,32.5,73,77.0,0.0,21.0,-,-,BR,3.2,6
1632,1,2011-07-20,99,73,86.0,12.0,73,77.0,0.0,21.0,0433,1923,BR HZ,9.0,23
1633,2,2011-07-20,100,77,89.0,35.5,73,77.0,0.0,24.0,-,-,TS,7.6,23
1634,1,2011-07-21,99,75,87.0,13.0,70,76.0,0.0,22.0,0434,1922,TS,6.2,28
1635,2,2011-07-21,101,82,92.0,38.5,72,77.0,0.0,27.0,-,-, ,5.3,26
1636,1,2011-07-22,88,70,79.0,5.0,70,73.0,0.0,14.0,0435,1921,TS TSRA RA BR,1.7,9
1638,1,2011-07-23,87,70,79.0,5.0,70,73.0,0.0,14.0,0436,1920,TS TSRA RA BR,0.8,30
1639,2,2011-07-23,87,70,79.0,25.5,70,73.0,0.0,14.0,-,-,TSRA RA BR VCTS,0.7,20
1640,1,2011-07-24,87,72,80.0,6.0,70,73.0,0.0,15.0,0437,1919,TS TSRA BR,1.5,23
1641,2,2011-07-24,87,72,80.0,26.5,69,72.0,0.0,15.0,-,-,TS TSRA VCFG,0.7,20
1642,1,2011-07-25,88,73,81.0,7.0,66,71.0,0.0,16.0,0438,1918, ,3.4,32
1643,2,2011-07-25,90,73,82.0,28.5,67,71.0,0.0,17.0,-,-, ,2.1,35
1644,1,2011-07-26,83,71,77.0,3.0,63,68.0,0.0,12.0,0439,1918, ,6.3,5
1645,2,2011-07-26,85,72,79.0,25.5,62,68.0,0.0,14.0,-,-, ,5.9,6
1646,1,2011-07-27,90,68,79.0,5.0,66,70.0,0.0,14.0,0440,1917,TS TSRA,6.2,16
1647,2,2011-07-27,92,72,82.0,28.5,66,71.0,0.0,17.0,-,-,TS BR,6.0,16
1648,1,2011-07-28,87,73,80.0,6.0,71,74.0,0.0,15.0,0441,1916,TSRA RA BR,3.2,23
1649,2,2011-07-28,88,74,81.0,27.5,71,74.0,0.0,16.0,-,-,TS RA,3.3,21
1650,1,2011-07-29,86,71,79.0,5.0,67,71.0,0.0,14.0,0442,1915,BR,4.3,4
1651,2,2011-07-29,86,74,80.0,26.5,69,72.0,0.0,15.0,-,-,TSRA BR,3.5,4
1652,1,2011-07-30,91,67,79.0,5.0,64,70.0,0.0,14.0,0443,1914, ,2.4,13
1653,2,2011-07-30,91,68,80.0,26.5,65,71.0,0.0,15.0,-,-, ,2.0,11
1654,1,2011-07-31,90,68,79.0,5.0,69,73.0,0.0,14.0,0444,1913, ,4.9,25
1655,2,2011-07-31,91,73,82.0,28.5,69,73.0,0.0,17.0,-,-, ,4.5,23
1656,1,2011-08-01,91,74,83.0,10.0,72,75.0,0.0,18.0,0445,1911, ,4.2,27
1657,2,2011-08-01,91,76,84.0,30.5,71,75.0,0.0,19.0,-,-,BR HZ,3.1,25
1658,1,2011-08-02,93,74,84.0,11.0,73,76.0,0.0,19.0,0446,1910, ,8.3,21
1659,2,2011-08-02,93,74,84.0,30.5,73,77.0,0.0,19.0,-,-,TS TSRA HZ,8.0,20
1660,1,2011-08-03,86,72,79.0,6.0,67,71.0,0.0,14.0,0447,1909, ,6.9,2
1661,2,2011-08-03,87,73,80.0,26.5,66,71.0,0.0,15.0,-,-,BR,9.6,1
1662,1,2011-08-04,84,69,77.0,4.0,66,69.0,0.0,12.0,0448,1908, ,5.3,5
1663,2,2011-08-04,82,69,76.0,22.5,67,70.0,0.0,11.0,-,-, ,4.8,5
1664,1,2011-08-05,83,69,76.0,3.0,68,71.0,0.0,11.0,0449,1907,RA,4.0,5
1665,2,2011-08-05,84,70,77.0,23.5,68,71.0,0.0,12.0,-,-, ,5.2,7
1666,1,2011-08-06,85,72,79.0,6.0,70,72.0,0.0,14.0,0450,1906,RA BR,2.5,5
1667,2,2011-08-06,85,73,79.0,25.5,70,72.0,0.0,14.0,-,-,RA BR,1.3,3
1668,1,2011-08-07,86,68,77.0,4.0,69,71.0,0.0,12.0,0451,1904,TSRA BR,4.6,27
1669,2,2011-08-07,87,70,79.0,25.5,69,72.0,0.0,14.0,-,-,RA BR HZ,3.6,26
1670,1,2011-08-08,80,68,74.0,1.0,67,69.0,0.0,9.0,0452,1903,RA BR,4.0,4
1671,2,2011-08-08,80,69,75.0,21.5,67,70.0,0.0,10.0,-,-,TSRA RA BR,2.8,6
1672,1,2011-08-09,80,64,72.0,-1.0,61,66.0,0.0,7.0,0453,1902,BR,10.8,28
1673,2,2011-08-09,82,66,74.0,20.5,61,66.0,0.0,9.0,-,-,BR,11.0,27
1674,1,2011-08-10,77,61,69.0,-4.0,54,61.0,0.0,4.0,0454,1900, ,7.3,31
1675,2,2011-08-10,78,62,70.0,16.5,54,61.0,0.0,5.0,-,-, ,4.4,31
1676,1,2011-08-11,81,57,69.0,-4.0,54,61.0,0.0,4.0,0455,1859, ,2.0,24
1677,2,2011-08-11,81,60,71.0,17.5,54,61.0,0.0,6.0,-,-, ,2.7,23
1678,1,2011-08-12,81,60,71.0,-2.0,59,64.0,0.0,6.0,0456,1858, ,8.3,19
1679,2,2011-08-12,82,65,74.0,20.5,57,64.0,0.0,9.0,-,-, ,8.2,19
1680,1,2011-08-13,83,62,73.0,0.0,64,66.0,0.0,8.0,0457,1856,RA,3.6,27
1681,2,2011-08-13,84,66,75.0,21.5,63,66.0,0.0,10.0,-,-,TS TSRA GR RA BR,5.3,24
1682,1,2011-08-14,75,62,69.0,-3.0,60,63.0,0.0,4.0,0458,1855,RA,10.4,36
1683,2,2011-08-14,75,62,69.0,15.5,60,63.0,0.0,4.0,-,-,RA,11.7,35
1684,1,2011-08-15,82,57,70.0,-2.0,55,62.0,0.0,5.0,0459,1854, ,2.4,2
1685,2,2011-08-15,80,59,70.0,16.5,55,62.0,0.0,5.0,-,-, ,2.7,5
1686,1,2011-08-16,85,61,73.0,1.0,58,64.0,0.0,8.0,0500,1852, ,2.9,18
1687,2,2011-08-16,83,63,73.0,19.5,56,63.0,0.0,8.0,-,-, ,2.3,18
1688,1,2011-08-17,83,62,73.0,1.0,63,67.0,0.0,8.0,0501,1851, ,5.6,22
1689,2,2011-08-17,83,65,74.0,20.5,61,67.0,0.0,9.0,-,-, ,6.0,21
1690,1,2011-08-18,84,67,76.0,4.0,60,66.0,0.0,11.0,0502,1849, ,2.3,4
1691,2,2011-08-18,85,71,78.0,24.5,62,67.0,0.0,13.0,-,-,HZ,2.8,7
1692,1,2011-08-19,87,64,76.0,5.0,63,68.0,0.0,11.0,0503,1848, ,3.3,14
1693,2,2011-08-19,86,67,77.0,23.5,62,68.0,0.0,12.0,-,-, ,4.7,13
1694,1,2011-08-20,80,66,73.0,2.0,67,69.0,0.0,8.0,0504,1846,RA FG BR,1.3,21
1695,2,2011-08-20,79,68,74.0,20.5,67,69.0,0.0,9.0,-,-,TSRA RA BR,2.0,16
1696,1,2011-08-21,80,64,72.0,1.0,58,63.0,0.0,7.0,0505,1845,RA,8.0,32
1697,2,2011-08-21,81,66,74.0,20.5,58,64.0,0.0,9.0,-,-,RA BR,7.0,32
1698,1,2011-08-22,82,59,71.0,0.0,59,64.0,0.0,6.0,0506,1843, ,1.6,26
1699,2,2011-08-22,82,61,72.0,18.5,59,64.0,0.0,7.0,-,-, ,0.7,8
1700,1,2011-08-23,73,62,68.0,-3.0,63,65.0,0.0,3.0,0508,1842,TSRA BR,9.1,20
1701,2,2011-08-23,74,66,70.0,16.5,62,65.0,0.0,5.0,-,-,TSRA RA BR,8.4,20
1702,1,2011-08-24,92,69,81.0,10.0,65,70.0,0.0,16.0,0509,1840,BR,8.2,27
1703,2,2011-08-24,91,70,81.0,27.5,65,70.0,0.0,16.0,-,-, ,8.1,25
1704,1,2011-08-25,83,64,74.0,4.0,59,64.0,0.0,9.0,0510,1839, ,4.1,36
1705,2,2011-08-25,80,65,73.0,19.5,59,64.0,0.0,8.0,-,-, ,3.1,2
1706,1,2011-08-26,83,59,71.0,1.0,58,63.0,0.0,6.0,0511,1837, ,1.9,26
1707,2,2011-08-26,83,61,72.0,18.5,58,64.0,0.0,7.0,-,-, ,1.2,20
1708,1,2011-08-27,81,64,73.0,3.0,62,66.0,0.0,8.0,0512,1835, ,8.2,2
1709,2,2011-08-27,83,67,75.0,21.5,61,66.0,0.0,10.0,-,-, ,8.1,1
1710,1,2011-08-28,77,61,69.0,-1.0,57,61.0,0.0,4.0,0513,1834, ,7.0,2
1711,2,2011-08-28,77,61,69.0,15.5,55,61.0,0.0,4.0,-,-, ,8.5,1
1712,1,2011-08-29,79,59,69.0,-1.0,56,62.0,0.0,4.0,0514,1832, ,1.4,2
1713,2,2011-08-29,78,61,70.0,16.5,57,62.0,0.0,5.0,-,-, ,1.1,6
1714,1,2011-08-30,76,61,69.0,-1.0,56,62.0,0.0,4.0,0515,1831,RA,5.3,15
1715,2,2011-08-30,79,64,72.0,18.5,54,61.0,0.0,7.0,-,-,RA,5.9,15
1716,1,2011-08-31,87,65,76.0,7.0,64,68.0,0.0,11.0,0516,1829,RA,5.4,17
1717,2,2011-08-31,88,65,77.0,23.5,64,69.0,0.0,12.0,-,-, ,5.4,17
1718,1,2011-09-01,93,71,82.0,14.0,71,75.0,0.0,17.0,0517,1827, ,5.2,21
1719,2,2011-09-01,94,74,84.0,30.5,70,75.0,0.0,19.0,-,-, ,5.8,21
1720,1,2011-09-02,92,76,84.0,16.0,69,74.0,0.0,19.0,0518,1826,HZ,4.9,22
1721,2,2011-09-02,94,79,87.0,33.5,69,74.0,0.0,22.0,-,-, ,4.0,20
1722,1,2011-09-03,89,69,79.0,11.0,67,71.0,0.0,14.0,0519,1824,RA BR HZ,2.5,29
1723,2,2011-09-03,87,71,79.0,25.5,68,71.0,0.0,14.0,-,-, ,1.2,20
1724,1,2011-09-04,73,58,66.0,-2.0,54,60.0,0.0,1.0,0520,1822, ,10.5,32
1725,2,2011-09-04,74,60,67.0,13.5,55,61.0,0.0,2.0,-,-,RA,10.7,32
1726,1,2011-09-05,65,52,59.0,-8.0,45,52.0,6.0,0.0,0521,1821, ,14.2,1
1727,2,2011-09-05,67,53,60.0,6.5,46,53.0,5.0,0.0,-,-, ,15.9,36
1728,1,2011-09-06,66,51,59.0,-8.0,46,52.0,6.0,0.0,0522,1819, ,9.5,3
1729,2,2011-09-06,66,57,62.0,8.5,47,54.0,3.0,0.0,-,-, ,13.8,4
1730,1,2011-09-07,70,52,61.0,-6.0,47,54.0,4.0,0.0,0523,1817, ,10.2,1
1731,2,2011-09-07,70,58,64.0,10.5,47,55.0,1.0,0.0,-,-, ,12.4,2
1732,1,2011-09-08,75,57,66.0,0.0,53,59.0,0.0,1.0,0524,1815,RA,13.0,2
1733,2,2011-09-08,74,62,68.0,14.5,54,59.0,0.0,3.0,-,-,RA DZ BR,14.9,2
1734,1,2011-09-09,72,60,66.0,0.0,60,62.0,0.0,1.0,0525,1814,RA,8.2,4
1735,2,2011-09-09,72,64,68.0,14.5,61,63.0,0.0,3.0,-,-,RA BR,7.9,4
1736,1,2011-09-10,78,56,67.0,1.0,59,62.0,0.0,2.0,0526,1812,BR,0.9,14
1737,2,2011-09-10,76,58,67.0,13.5,60,63.0,0.0,2.0,-,-,FG+ BR,0.9,14
1738,1,2011-09-11,83,57,70.0,5.0,59,63.0,0.0,5.0,0527,1810,BR,5.1,27
1739,2,2011-09-11,83,60,72.0,18.5,59,64.0,0.0,7.0,-,-,BR,4.3,25
1740,1,2011-09-12,86,64,75.0,10.0,59,65.0,0.0,10.0,0528,1809, ,10.5,23
1741,2,2011-09-12,86,64,75.0,21.5,59,65.0,0.0,10.0,-,-, ,9.2,23
1742,1,2011-09-13,73,56,65.0,0.0,54,59.0,0.0,0.0,0529,1807,BR HZ FU,4.9,31
1743,2,2011-09-13,76,58,67.0,13.5,55,61.0,0.0,2.0,-,-,HZ FU,3.4,31
1744,1,2011-09-14,58,47,53.0,-11.0,43,49.0,12.0,0.0,0530,1805,RA BR HZ FU,6.3,34
1745,2,2011-09-14,60,48,54.0,0.5,45,51.0,11.0,0.0,-,-,RA BR HZ FU,6.0,32
1746,1,2011-09-15,59,42,51.0,-13.0,35,44.0,14.0,0.0,0531,1803, ,7.4,1
1747,2,2011-09-15,60,44,52.0,-1.5,36,45.0,13.0,0.0,-,-, ,7.2,36
1748,1,2011-09-16,58,46,52.0,-12.0,40,47.0,13.0,0.0,0532,1760, ,1.4,8
1749,2,2011-09-16,59,48,54.0,0.5,38,47.0,11.0,0.0,-,-, ,2.6,13
1750,1,2011-09-17,68,50,59.0,-5.0,45,52.0,6.0,0.0,0533,1758, ,7.7,11
1751,2,2011-09-17,69,52,61.0,7.5,44,52.0,4.0,0.0,-,-, ,8.7,11
1752,1,2011-09-18,65,55,60.0,-4.0,55,57.0,5.0,0.0,0535,1756,RA DZ BR,8.9,15
1753,2,2011-09-18,66,56,61.0,7.5,54,57.0,4.0,0.0,-,-,RA DZ BR,7.4,14
1754,1,2011-09-19,69,54,62.0,-1.0,58,60.0,3.0,0.0,0536,1755,RA BR,4.1,29
1755,2,2011-09-19,68,56,62.0,8.5,58,60.0,3.0,0.0,-,-,RA BR,3.8,26
1756,1,2011-09-20,74,49,62.0,0.0,54,58.0,3.0,0.0,0537,1753,MIFG BCFG BR,7.3,18
1757,2,2011-09-20,75,53,64.0,10.5,54,58.0,1.0,0.0,-,-,FG+ BCFG BR,5.8,17
1758,1,2011-09-21,71,56,64.0,2.0,49,56.0,1.0,0.0,0538,1751,RA,10.2,25
